bioguide,party,dwnom1d,votes_only,text_only,multimodal
leg_0392,D,-0.47177603363833576,-0.58045423,3.934635,0.5911162
leg_0393,R,0.45938577171661177,0.30150557,2.6515586,0.48803288
leg_0394,R,0.7019536262212701,0.17076124,4.039755,0.8011136
leg_0395,R,0.13824143205868192,-0.08687251,1.6000733,0.5407612
leg_0396,R,0.7601330853758538,-0.1412935,9.075356,-0.45498654
leg_0397,R,0.22921137411506842,-0.36002687,6.666757,0.12388931
leg_0398,R,0.5300647056014667,0.116087876,3.8630073,0.07702922
leg_0399,D,-0.7046732628698824,-0.21088158,14.090701,-0.17340274
leg_0400,D,-0.17961141383145854,0.47084323,4.8081107,-0.018852161
leg_0401,R,0.19677609665695725,-0.17775911,6.292976,0.55575955
leg_0402,R,0.8205284754174188,0.60354674,3.9457743,3.8183336
leg_0403,D,-0.3937411722245721,-0.20433986,3.599809,0.6158411
leg_0404,R,0.5211672557321126,-0.26572108,11.578989,0.06582954
leg_0405,D,-0.265838791915379,-0.11241606,9.053851,0.28824598
leg_0406,D,-0.11754216732813036,0.06444116,9.34262,0.22391258
leg_0407,R,0.829519042024073,0.0859075,6.0968037,0.6799537
leg_0408,D,-1.993060371054156,-0.47847062,14.635188,0.0032985015
leg_0409,D,-1.296472328074761,0.27286437,9.153574,0.8336051
leg_0410,D,-1.4821853974428207,-0.21850686,6.4533863,-0.038726494
leg_0411,D,-2.3336161198483047,-0.017039305,9.233308,0.43797737
leg_0412,D,-0.6782644401551767,-0.336398,3.1359751,0.30082187
leg_0413,R,0.7494338997277404,0.20167121,9.886173,0.41491506
leg_0414,D,-0.28488406638257474,-0.25178018,2.3324397,0.42726526
leg_0415,R,0.19779008194185213,-0.5409078,6.4753227,0.4132816
leg_0416,R,1.0892174967107926,0.5835648,0.7025659,0.67217517
leg_0417,R,1.3276861322676916,0.10026135,6.9699244,0.38278583
leg_0418,D,-0.06913793472613955,0.02028631,10.825125,0.050961155
leg_0419,R,1.3535858895693973,0.17047149,2.8040466,0.31995448
leg_0420,R,0.09212665843410921,-0.01710371,12.346091,-0.18008083
leg_0421,D,-0.8373982238274621,-0.036323085,16.637096,0.31973693
leg_0422,D,-0.5944003521987352,-0.14296101,16.148497,0.3792557
leg_0423,D,-1.4805365125650163,-0.6430062,6.6016216,0.08364883
leg_0424,D,-0.8881338537336524,0.07562118,6.537754,0.08866753
leg_0425,D,-0.35801668807442916,-0.057501387,5.513993,0.5154717
leg_0426,R,0.8035850193786016,0.3717557,7.6438265,0.11691232
leg_0427,R,1.7207698311659838,-0.48443377,0.9557595,0.36754707
leg_0428,D,-1.38218151537704,-0.44148746,4.543496,0.5524384
leg_0429,R,0.39282746825991893,0.19805843,7.4492908,0.33650634
leg_0430,D,-1.0405439391575344,-0.45075443,6.5900383,0.42986533
leg_0431,R,0.47469708846320197,-0.23258701,6.4124203,0.38665524
leg_0432,D,-0.1310866506877266,-0.16499308,1.5949357,0.35538933
leg_0433,D,-1.8309058258475304,-0.03428217,8.474079,0.51097417
leg_0434,R,0.9282969915684843,0.00023082615,12.369944,-0.3017148
leg_0435,D,-0.605000712808731,-0.6827089,3.8897636,0.4518239
leg_0436,D,-0.5339002383735546,-0.15820098,11.831937,0.34327748
leg_0437,D,-1.06975241128969,-0.18119873,6.7729077,0.6378639
leg_0438,D,-0.6542832766875555,-0.29785112,4.4963255,0.1055388
leg_0439,R,0.4278904406949172,-0.0947814,6.938174,0.57871056
leg_0440,D,-0.18924434093640552,-0.0007038236,5.268055,-0.02094809
leg_0441,R,0.32866200228248105,-0.07912517,7.7669325,0.13052309
leg_0442,R,0.3619218539288437,0.15229027,0.86636734,0.5053221
leg_0443,R,1.320661655528167,0.3591012,6.284518,-0.0785131
leg_0444,D,-0.3427861508643793,0.07463945,8.323043,0.85384154
leg_0445,D,-1.4768578168457318,-0.3542603,3.2397788,0.36870912
leg_0446,R,1.067222416571983,0.2901717,9.566787,0.4762496
leg_0447,D,-0.3314881720972547,-0.1520775,6.0573554,0.7170917
leg_0448,R,1.114592444577377,-0.13956957,9.965836,-0.13949043
leg_0449,R,0.3833771131824704,-0.23274998,5.1976366,0.12692685
leg_0450,D,-0.13113753020334493,0.21613392,7.787596,0.3515686
leg_0451,R,0.3487758940462951,0.30142206,4.488445,-0.06375242
leg_0452,R,1.9510125601262995,0.3200291,10.730605,1.0499367
leg_0453,R,2.076980529053753,0.30759963,3.416649,0.6104748
leg_0454,R,0.0693811351327787,0.010099096,11.513043,0.5816305
leg_0455,R,0.1601905933170753,0.6016088,12.753567,1.059263
leg_0456,R,1.0762401574663856,0.075252526,6.8323655,-0.21694809
leg_0457,D,-0.8456610327673472,-0.10830966,6.8699775,0.574791
leg_0458,R,0.3330703726182551,-0.24589805,6.073563,0.047765132
leg_0459,D,-0.0258628479538564,-0.19574288,10.132212,0.07436462
leg_0460,R,0.3139082114575536,-0.089115314,10.359201,-0.09892487
leg_0461,D,-0.8333688059494058,-0.3548414,11.0453,0.7817856
leg_0462,D,-1.589567493308969,-0.16863048,10.247001,0.38247707
leg_0463,D,-2.0729834359912918,-0.64806473,8.016555,-0.06981285
leg_0464,D,-1.1173841129896078,-0.7894096,13.2773695,0.59195733
leg_0465,D,-0.458675284939333,-0.3465842,3.5118248,0.6383014
leg_0466,D,-0.2931915866487618,-0.34202605,2.9399633,0.41877785
leg_0467,R,1.9372311624295169,0.14819174,1.3666769,-0.1303584
leg_0468,R,1.1059933699072981,0.10778503,4.2799034,0.2687829
leg_0469,D,-0.9620911163416273,-0.12877275,7.264622,0.40893626
leg_0470,R,0.34770845245095694,-0.19934301,5.1408577,-0.23834892
leg_0471,D,-0.4070782363503251,-0.310084,4.5206103,0.82518387
leg_0472,D,-0.28436383804009513,-0.4184515,8.250022,0.3219653
leg_0473,R,0.18532564941538202,-0.062222436,2.5017846,0.20832095
leg_0474,R,0.6191711169753933,-0.14409567,8.657767,0.18106534
leg_0475,D,-0.33925848388401536,0.06840394,9.739402,0.11614182
leg_0476,R,1.0638515327343585,0.15504648,9.108567,-0.4952049
leg_0477,D,-1.141938226142404,-0.206226,12.720969,0.1943108
leg_0478,R,0.006339062362268442,-0.07616649,14.895028,0.2717737
leg_0479,R,2.5976737265958323,0.60056734,5.127974,0.15005654
leg_0480,R,0.2230797426252751,0.023944335,2.5679646,-0.009955547
leg_0481,R,1.4332145066061728,0.16554287,5.50373,-0.087143525
leg_0482,R,0.09152017817320818,-0.09348107,11.016258,0.6598909
leg_0483,R,0.5807770953297967,0.42766616,10.2154665,0.30558577
leg_0484,D,-0.056783194392691534,-0.37181047,12.910412,0.33817708
leg_0485,D,-0.17040758116420443,-0.16151632,6.229134,0.34323892
leg_0486,D,-0.7794823967254196,-0.61043745,10.647993,-0.1838515
leg_0487,R,0.4303013589575532,-0.16442421,9.9403305,-0.4925331
leg_0488,D,-0.8515371891857679,-0.28369692,5.679635,-0.020870108
leg_0489,R,0.6655852363134291,0.5828074,8.823097,0.35999766
leg_0490,R,1.08528700444591,0.43501586,10.099486,1.8515313
leg_0491,R,0.36653140723722993,0.16991559,1.0294595,0.44988075
leg_0492,D,-0.28624873355569186,-0.034572028,8.387167,0.24788944
leg_0493,R,0.4539655793086961,0.35280323,9.105794,0.5167865
leg_0494,D,-0.3086730555464126,-0.33089313,9.348795,0.33618808
leg_0495,R,0.9355471254651493,0.030911487,4.504366,0.14415877
leg_0496,D,-1.8314060842151236,-0.44001076,10.452068,0.31300014
leg_0497,D,-0.3356073681186462,-0.18426324,11.289587,0.3837806
leg_0498,D,-1.9908119951239978,-0.2457342,7.688936,0.38413987
leg_0499,D,-1.495060830227205,-0.36292312,11.008709,0.09348198
